mal_id,title,source,episodes,synopsis,year,season,producers,genres,studios,demographics,themes,rating,sequel,favorites,score,wc,dropped,forum,type
39017,Kyokou Suiri,Manga,12.0,"Hidden in plain sight, spirits known as youkai inhabit the world. While most are benign, a certain subset threatens the tenuous peace between youkai and humanity. Ever since she agreed to become their ""God of Wisdom,"" Kotoko Iwanaga has served as a mediator between the two realms, resolving any supernatural problems that come her way.

At a local hospital, Kotoko approaches Kurou Sakuragawa, a university student whose long-term relationship ended with an unfortunate breakup. Kotoko harbors feelings for him and suspects that something supernatural lurks within his harmless appearance, so she asks Kurou for his assistance in helping out youkai.

Two years later, news of an idol who was accidentally crushed to death by steel beams flooded the press. However, months later, sightings begin to tell of a faceless woman who wields a steel beam. As is the case for any supernatural problem, Kotoko and her partner set out to stop this spirit from wreaking havoc—but this case may prove to be far more sinister and personal than they could have ever thought.

[Written by MAL Rewrite]",2020.0,winter,"['Nihon Ad Systems', 'Kodansha', 'KlockWorx', 'Docomo Anime Store', 'King Records', 'Crunchyroll', 'GYAO!', 'BS NTV', 'Marui Group']","['Mystery', 'Romance', 'Supernatural']","[""Brain's Base""]",['Shounen'],"['Adult Cast', 'Mythology']",R - 17+ (violence & profanity),False,1460,6.92,339104,31443,1345,
39026,Dumbbell Nan Kilo Moteru?,Web manga,12.0,"During a regular after-school grub crawl, gluttonous high schooler Hibiki Sakura is confronted about her ever-expanding waistline by her best friend, Ayaka Uehara. With her attempts at solitary exercise failing miserably, Hibiki decides to join the newly opened Silverman Gym. At her orientation, Hibiki runs into student council president and school idol Akemi Souryuuin.

However, it soon turns out that Hibiki is in for a lot more than she bargained for. Not only is Silverman Gym full of world-renowned bodybuilders and athletes, but to make matters worse, Akemi turns out to be a total muscle fetishist! Grossed out by the scene unfolding before her eyes, Hibiki begins to leave, only to be stopped by trainer Naruzou Machio. Completely enthralled with her newfound Prince Charming, Hibiki signs up as a gym member. Now, as a result of her spur-of-the-moment decision, Hibiki must adapt to her new lifestyle.

[Written by MAL Rewrite]",2019.0,summer,"['AT-X', 'Shogakukan', 'Kadokawa Media House', 'RAY', 'NTT Plala', 'Kadokawa']","['Comedy', 'Ecchi']",['Doga Kobo'],[],['CGDCT'],PG-13 - Teens 13 or older,False,1335,7.21,281001,27703,1280,
39029,Mr. Shadow,Original,10.0,,,,['Fuji TV'],['Supernatural'],[],[],[],G - All Ages,False,0,,138,112,0,
39030,Hataage! Kemono Michi,Manga,12.0,"Professional wrestler Genzou Shibata sports the body of a mountain, but beneath his hulking appearance is a man with an extreme affection for animals. Facing off his opponents in the ring as the legendary ""Animal Mask,"" Genzou wins the hearts of crowds everywhere with his iconic tiger persona.

During the bout for the title of World Champion against his greatest rival, the Macadamian Ogre, Genzou is suddenly summoned to a fantasy world by a princess. With her kingdom being threatened by a monster infestation, she pleads the wrestler for assistance—to which he answers by knocking her out with a German suplex! Escaping the castle and finding himself stranded in a mysterious land, Genzou decides to begin his career as a beast hunter to capture and befriend creatures far and wide. Joined by the wolf-girl Shigure, the dragon-girl Hanako, and the vampire Carmilla Vanstein, the professional wrestler pursues all kinds of dangerous requests for the sake of fulfilling his dream as a pet shop owner.

[Written by MAL Rewrite]",2019.0,fall,"['AT-X', 'Nippon Columbia', 'Sammy', 'Kadokawa Media House', 'Kadokawa', 'CA-Cygames Anime Fund']","['Comedy', 'Fantasy']",['ENGI'],['Shounen'],"['Anthropomorphic', 'Isekai']",PG-13 - Teens 13 or older,False,280,6.59,149340,18062,899,
39031,B Rappers Street,Original,50.0,"A multimedia project collaboration between Shogakukan, Sony Interactive Entertainment, Sony Music Entertainment, and Sony Music Communications, and features a theme of rap and hip-hop.

The story follows Yo!Hey, a boy who raps to the beat of his farts.

The anime will air withing the Ota-Suta (""Good Morning Star"") children's television program and the manga counterpart will be published in March.

(Source: ANN)",2019.0,spring,"['Sony Music Communications', 'Sony Music Entertainment', 'Shogakukan', 'Sony Interactive Entertainment']",['Comedy'],['Pie in the sky'],[],['Music'],G - All Ages,False,2,,401,204,0,
39039,Duel Masters!!,Original,51.0,,2019.0,spring,"['TV Tokyo', 'Shueisha', 'Shogakukan']","['Action', 'Adventure', 'Comedy', 'Fantasy']","[""Brain's Base"", 'Shogakukan Music & Digital Entertainment']",['Kids'],['Strategy Game'],G - All Ages,True,3,5.63,463,229,0,
39040,Kedama no Gonjirou,Other,51.0,"One day, a timid fifth elementary student named Makoto Maegami discovers a mysterious jumping hairball stuck to its head! It then eats one of Makoto's buttons and suddenly transforms into an alien-like form named Gonjiro.

Gonjiro has the intangible ability to shapeshift itself into anything to ""fit"" and assist any of whatever trouble Makoto finds himself into. Thus the misadventures of Makoto entangles with Gonjiro protecting him in any ""hairy"" situations.

(Source: Animanga Wiki)",2019.0,spring,[],"['Action', 'Adventure', 'Comedy', 'Fantasy']","['OLM', 'Wit Studio', 'Signal.MD']",[],[],G - All Ages,False,0,,322,205,4,
39049,Jashin-chan Dropkick',Web manga,11.0,"Jashin-chan is a demon who was summoned by Yurine Hanazono, a gothic looking girl. Unable to return home as the relevant spell was not included in the summoning grimoire, Jashin-chan resorts to violence to liberate herself from her earthly shackles.

However, this is easier said than done, as Yurine is no weakling herself. She in fact possesses formidable physical power and uses it to massacre Jashin-chan in a variety of ways, be it shoving her arm in a blender, spreading her intestines across the room or even cooking her. Though these actions would be fatal to anyone without the ability to regenerate, Jashin-chan isn't exactly undeserving of this treatment. Stuck with each other, Yurine lets Jashin-chan live with her in exchange for work around the apartment, and this cohabitation results in situations where, more often than not, Jashin-chan ends up in pieces. 

[Written by MAL Rewrite]",2020.0,spring,"['BookLive', 'ibis Capital Partners', 'Global Solutions']","['Comedy', 'Supernatural']",['Nomad'],[],"['Gag Humor', 'Mythology']",PG-13 - Teens 13 or older,True,133,7.48,36505,1332,229,
39063,Fairy Gone,Original,12.0,"""Once upon a time, fairies were tools of war.""

The story takes place in a world where fairies possess and dwell in animals, giving them mysterious abilities. By removing the organs of a possessed animal and transplanting them into humans, fairies can be summoned as an alter ego and be used as a weapon. Such individuals who used fairies as war tools were called ""Fairy Soldiers."" Once the war was over and they completed their roles, the soldiers lost their purpose. Some began working for the government, some joined the mafia, and some even became terrorists, as each chose their own way to live.

Nine years have passed since the war. The protagonist Mariya is a new recruit of ""Dorothea,"" an organization which investigates and suppresses fairy-related crimes. Amidst the unstable political situation, criminals with lingering wounds from the war and past conflicts emerge and engage in terrorism as an act of revenge. This is the story of Fairy Soldiers, fighting for their own justice in a chaotic postwar world.

(Source: MAL News)",2019.0,spring,"['Mainichi Broadcasting System', 'Movic', 'AT-X', 'TOHO animation', 'Medicos Entertainment', 'BS11', 'Sanyo']","['Action', 'Fantasy']",['P.A. Works'],[],"['Adult Cast', 'Military']",PG-13 - Teens 13 or older,False,224,5.81,72000,38286,926,
39071,Machikado Mazoku,4-koma manga,12.0,"After a strange dream of a mysterious ancestor, high school student Yuuko Yoshida wakes to see that she has grown demonic horns and a tail. Dazed and confused, her mother reveals to her a dark family secret: her family is descended from a Dark Clan that was banished to live powerless and destitute by their mortal enemies, the magical girls of the Light Clan. The only way to lift their ancestry's curse is for Yuuko to find a magical girl, murder her, and splatter her blood all over her ancestor's Demon God statue.

Fortunately for ""Shadow Mistress Yuuko,"" a magical girl saves her from being run over by an oncoming truck. Unfortunately, Momo Chiyoda happens to be Yuuko's classmate at Sakuragaoka High and is much stronger than her in both strength and endurance. Taking pity on her wimpy assailant, the magical girl agrees to train Yuuko and help her unlock her dormant powers. Now, Yuuko must rise up and defeat her generous frenemy to save her family from the terrible grip of poverty.

[Written by MAL Rewrite]",2019.0,summer,"['Pony Canyon', 'TBS', 'Houbunsha', 'Medicos Entertainment', 'RAY']",['Comedy'],['J.C.Staff'],[],"['CGDCT', 'Mahou Shoujo', 'School']",PG-13 - Teens 13 or older,False,1273,7.64,100423,6627,643,
39078,Aikatsu Friends!: Kagayaki no Jewel,Game,26.0,The story takes place two years after Aikatsu Friends! with Aine Yuuki now in high school. One day she has an encounter with the mysterious idol Hibiki Tenshou who wears the shining Jeweling Dress.,2019.0,spring,['Sunrise Music'],['Slice of Life'],['Bandai Namco Pictures'],[],"['Idols (Female)', 'Music', 'School']",PG - Children,True,22,7.17,3750,344,89,
39119,Manga Furusato Mukashibanashi,Other,26.0,"Folktales from Japan. Each episode was composed of two stories. The focus of the anime was to showcase folktales from different prefectures. 

The original airing only reached 18 episodes (36 stories) before stopping, the show was rebroadcast at a later date and the final 8 episodes (16 stories) were shown. The anime was family oriented and funded by the Seibu Department Store chain with a ""Seibu Family Gekijou"" subtitle on each ep, perhaps to mirror the highly successful ""Calpis Family Gekijou"" adoring the World Masterpiece Theater anime program.",1976.0,summer,[],"['Adventure', 'Fantasy']",[],['Kids'],"['Historical', 'Samurai']",G - All Ages,False,0,,134,120,0,
39121,Hong Mao Lan Tu: Chuang Taikong,Unknown,11.0,,,,[],[],[],['Kids'],[],PG - Children,False,0,,76,61,0,
39122,Hong Mao Lan Tu: Kaixin Yike,Unknown,96.0,,,,[],[],[],['Kids'],[],G - All Ages,True,0,,81,60,0,
39123,Hong Mao Lan Tu: Konglong Shijie,Unknown,90.0,,,,[],"['Adventure', 'Fantasy']",[],['Kids'],['Anthropomorphic'],G - All Ages,True,0,,77,65,0,
39124,Hong Mao Lan Tu: Le Fantian,Unknown,64.0,,,,[],[],[],['Kids'],[],G - All Ages,True,0,,71,63,0,
39125,Hong Mao Lan Tu: Maoyan Kan Yuzhou,Unknown,97.0,,,,[],[],[],['Kids'],[],G - All Ages,True,0,,77,65,0,
39126,Hong Mao Lan Tu: Ni Wen Wo Da,Unknown,83.0,,,,[],[],[],['Kids'],[],G - All Ages,True,0,,72,61,0,
